Date,Close,%R,returns,signal,GDP,Unemployment rate,Property price
2000-03-10,46.74492263793945,-48.14821571128236,0.0,0.0,0.0,0.0,0.0
2000-03-13,46.26301193237305,-61.55037931690233,0.0,0.0,0.0,0.0,0.0
2000-03-14,45.99169540405274,-69.09581970545683,0.0,0.0,0.0,0.0,0.0
2000-03-15,46.26301193237305,-61.55037931690233,0.0,0.0,0.0,0.0,0.0
2000-03-16,46.6700439453125,-46.248858111957745,0.0,0.0,0.0,0.0,0.0
2000-03-17,48.840736389160156,-6.41213905543321,0.0,-1.0,0.0,0.0,0.0
2000-03-20,48.0267333984375,-25.648336863005927,0.000808618532234906,0.0,0.0,0.0,0.0
2000-03-21,47.484046936035156,-38.47288942269077,0.0,0.0,0.0,0.0,0.0
2000-03-22,48.43372344970703,-16.030508401485804,0.0,-1.0,0.0,0.0,0.0
2000-03-23,48.705078125,-12.425867876564416,-0.00026934192634564535,-1.0,0.0,0.0,0.0
2000-03-24,49.92610168457031,-7.464368309600362,-0.001212293248314733,-1.0,0.0,0.0,0.0
2000-03-27,51.28276443481445,-7.813906673719371,-0.0013485975152369711,-1.0,0.0,0.0,0.0
2000-03-28,50.4687614440918,-22.222032853362307,0.0008102565279093366,0.0,0.0,0.0,0.0
2000-03-29,49.79039001464844,-33.333582540923615,0.0,0.0,0.0,0.0,0.0
2000-03-30,49.51908493041992,-37.77749010107369,0.0,0.0,0.0,0.0,0.0
2000-03-31,49.38340759277344,-39.99985002559468,0.0,0.0,0.0,0.0,0.0
2000-04-03,47.484046936035156,-71.11088948853929,0.0,0.0,0.0,0.0,0.0
2000-04-04,47.484046936035156,-78.0488840923303,0.0,0.0,0.0,0.0,0.0
2000-04-05,48.16238784790039,-74.99998204588614,0.0,0.0,0.0,0.0,0.0
2000-04-06,47.3483772277832,-91.66662855995035,0.0,1.0,0.0,0.0,0.0
2000-04-07,47.3483772277832,-91.66662855995035,0.0,1.0,0.0,0.0,0.0
2000-04-10,46.94137191772461,-94.7368358719386,-0.00040480406595777563,1.0,0.0,0.0,0.0
2000-04-11,47.3483772277832,-86.84210529132659,0.0004049679986501964,1.0,0.0,0.0,0.0
2000-04-12,47.484046936035156,-84.21050376640984,0.00013493595334113095,1.0,0.0,0.0,0.0
2000-04-13,47.07703399658203,-92.10538233529824,-0.00040475703781273076,1.0,0.0,0.0,0.0
2000-04-14,47.21271514892578,-87.87866662733875,0.00013498376437692805,1.0,0.0,0.0,0.0
2000-04-17,46.39870071411133,-86.11112203468588,-0.000809721180336509,1.0,0.0,0.0,0.0
2000-04-18,46.94137191772461,-75.00009456992728,0.0005402465098287568,0.0,0.0,0.0,0.0
2000-04-19,47.61972427368164,-57.57560813650321,0.0,0.0,0.0,0.0,0.0
2000-04-20,47.61972427368164,-57.57560813650321,0.0,0.0,0.0,0.0,0.0
2000-04-21,47.61972427368164,-57.57560813650321,0.0,0.0,0.0,0.0,0.0
2000-04-24,47.61972427368164,-39.13018025844322,0.0,0.0,0.0,0.0,0.0
2000-04-25,47.61972427368164,-39.13018025844322,0.0,0.0,0.0,0.0,0.0
2000-04-26,47.7553939819336,-31.81789496157114,0.0,0.0,0.0,0.0,0.0
2000-04-27,47.3483772277832,-45.454630406955175,0.0,0.0,0.0,0.0,0.0
2000-04-28,47.3483772277832,-45.454630406955175,0.0,0.0,0.0,0.0,0.0
2000-05-01,47.3483772277832,-45.454630406955175,0.0,0.0,0.0,0.0,0.0
2000-05-02,46.94137191772461,-52.6318344766248,0.0,0.0,0.0,0.0,0.0
2000-05-03,46.80570602416992,-57.8948702728884,0.0,0.0,0.0,0.0,0.0
2000-05-04,46.6700439453125,-63.157758081417306,0.0,0.0,0.0,0.0,0.0
2000-05-05,46.53437423706055,-81.25001029865354,0.0,1.0,0.0,0.0,0.0
2000-05-08,45.72037887573242,-90.47613437326288,-0.000809920814890952,1.0,0.0,0.0,0.0
2000-05-09,45.85599899291992,-85.7144585588026,0.0001350506355741743,1.0,0.0,0.0,0.0
2000-05-10,45.58468246459961,-86.95657395965323,-0.00027014076204678883,1.0,0.0,0.0,0.0
2000-05-11,45.58468246459961,-86.95657395965323,0.0,1.0,0.0,0.0,0.0
2000-05-12,46.26301193237305,-65.21797990264118,0.0006755723864166896,0.0,0.0,0.0,0.0
2000-05-15,46.26301193237305,-65.21797990264118,0.0,0.0,0.0,0.0,0.0
2000-05-16,46.39870071411133,-52.631390022166464,0.0,0.0,0.0,0.0,0.0
2000-05-17,45.99169540405274,-68.42081789267247,0.0,0.0,0.0,0.0,0.0
2000-05-18,45.17767715454102,-95.00000311394136,0.0,1.0,0.0,0.0,0.0
2000-05-19,45.58468246459961,-76.19049723287407,0.00040507737114836573,0.0,0.0,0.0,0.0
2000-05-22,45.17767715454102,-83.33336408979488,0.0,1.0,0.0,0.0,0.0
2000-05-23,45.44903182983398,-66.6659046706345,0.00026995994369616305,0.0,0.0,0.0,0.0
2000-05-24,44.90633010864258,-93.3333836442844,0.0,1.0,0.0,0.0,0.0
2000-05-25,45.04199981689453,-86.66671632022882,0.00013493595436520067,1.0,0.0,0.0,0.0
2000-05-26,45.17767715454102,-75.00006108869077,0.00013492533621795033,0.0,0.0,0.0,0.0
2000-05-29,45.72037887573242,-49.998882002306665,0.0,0.0,0.0,0.0,0.0
2000-05-30,45.99169540405274,-37.499874078136074,0.0,0.0,0.0,0.0,0.0
2000-05-31,46.6700439453125,-16.666594285888532,0.0,-1.0,0.0,0.0,0.0
2000-06-01,47.07703399658203,-5.2631674972329,-0.00040467967801793847,-1.0,0.0,0.0,0.0
2000-06-02,47.21271514892578,-17.391264871761628,-0.0001349655446829523,-1.0,0.0,0.0,0.0
2000-06-05,48.705078125,-9.090881613076217,-0.0014846923581789406,-1.0,0.0,0.0,0.0
2000-06-06,48.705078125,-9.090881613076217,0.0,-1.0,0.0,0.0,0.0
2000-06-07,49.92610168457031,-2.499991752846108,-0.0012165538111859053,-1.0,0.0,0.0,0.0
2000-06-08,49.51908493041992,-12.195103433220075,0.0004060207515315106,-1.0,0.0,0.0,0.0
2000-06-09,49.65473175048828,-9.756476563367466,-0.00013525996307606203,-1.0,0.0,0.0,0.0
2000-06-12,49.65473175048828,-9.756476563367466,0.0,-1.0,0.0,0.0,0.0
2000-06-13,49.65473175048828,-9.756476563367466,0.0,-1.0,0.0,0.0,0.0
2000-06-14,50.4687614440918,-2.272725594801812,-0.0008118179338206799,-1.0,0.0,0.0,0.0
2000-06-15,50.740089416503906,-9.090955768827515,-0.00027081060951950064,-1.0,0.0,0.0,0.0
2000-06-16,50.740089416503906,-9.523826218083817,0.0,-1.0,0.0,0.0,0.0
2000-06-19,49.65473175048828,-33.333494776537925,0.0010835815725460662,0.0,0.0,0.0,0.0
2000-06-20,49.38340759277344,-38.888778742413116,0.0,0.0,0.0,0.0,0.0
2000-06-21,48.97639846801758,-54.83881332213199,0.0,0.0,0.0,0.0,0.0
2000-06-22,48.0267333984375,-100.00000000000001,0.0,1.0,0.0,0.0,0.0
2000-06-23,46.94137191772461,-100.0,-0.0010824124987632855,1.0,0.0,0.0,0.0
2000-06-26,47.21271514892578,-90.90906526302516,0.0002708992026230206,1.0,0.0,0.0,0.0
2000-06-27,47.3483772277832,-87.87890205912875,0.00013540339950135483,1.0,0.0,0.0,0.0
2000-06-28,47.484046936035156,-84.84856844423193,0.0001353926817189155,1.0,0.0,0.0,0.0
2000-06-29,47.3483772277832,-87.87890205912875,-0.000135374353022244,1.0,0.0,0.0,0.0
2000-06-30,48.43372344970703,-63.636488756454845,0.0010831300330274019,0.0,0.0,0.0,0.0
2000-07-03,48.16238784790039,-69.69707078074826,0.0,0.0,0.0,0.0,0.0
2000-07-04,48.43372344970703,-63.636488756454845,0.0,0.0,0.0,0.0,0.0
2000-07-05,48.840736389160156,-48.27578471007166,0.0,0.0,0.0,0.0,0.0
2000-07-06,48.43372344970703,-52.0001983865507,0.0,0.0,0.0,0.0,0.0
2000-07-07,48.56940460205078,-47.99982337037966,0.0,0.0,0.0,0.0,0.0
2000-07-10,49.11207962036133,-10.52630657463382,0.0,-1.0,0.0,0.0,0.0
2000-07-11,50.87576293945313,-3.2258118816579557,-0.0017581776858430764,-1.0,0.0,0.0,0.0
2000-07-12,52.503807067871094,-2.325577211502625,-0.0016258203967923768,-1.0,0.0,0.0,0.0
2000-07-13,52.91078567504883,-21.052669593556473,-0.00040708456494920053,0.0,0.0,0.0,0.0
2000-07-14,52.503807067871094,-27.272386771191243,0.0,0.0,0.0,0.0,0.0
2000-07-17,53.45347595214844,-14.545260622627918,0.0,-1.0,0.0,0.0,0.0
2000-07-18,52.368141174316406,-29.090533042922537,0.0010860594651627142,0.0,0.0,0.0,0.0
2000-07-19,53.18213272094727,-19.230643340507363,0.0,-1.0,0.0,0.0,0.0
2000-07-20,53.45347595214844,-16.666438644044064,-0.0002712298376691402,-1.0,0.0,0.0,0.0
2000-07-21,54.26748657226562,-14.8147981395063,-0.0008138911990697162,-1.0,0.0,0.0,0.0
2000-07-24,54.81015396118164,-7.692404632277721,-0.0005430297429457331,-1.0,0.0,0.0,0.0
2000-07-25,55.352821350097656,-3.7037061075961746,-0.0005433247844637279,-1.0,0.0,0.0,0.0
2000-07-26,56.980873107910156,-5.882348956015157,-0.0016309101184196484,-1.0,0.0,0.0,0.0
2000-07-27,56.980873107910156,-6.0606018778196935,0.0,-1.0,0.0,0.0,0.0
2000-07-28,56.16685485839844,-16.393480552181487,0.0008167795103883879,-1.0,0.0,0.0,0.0
2000-07-31,55.89549255371094,-25.000479298164223,0.0002720605891048944,0.0,0.0,0.0,0.0
2000-08-01,55.62417221069336,-35.89770724012562,0.0,0.0,0.0,0.0,0.0
2000-08-02,56.980873107910156,-10.256415195658475,0.0,-1.0,0.0,0.0,0.0
2000-08-03,56.43816757202149,-20.513418906066423,0.0005439540671783316,0.0,0.0,0.0,0.0
2000-08-04,57.5235481262207,-0.0,0.0,-1.0,0.0,0.0,0.0
2000-08-07,58.60889434814453,-0.0,-0.001087251720316318,-1.0,0.0,0.0,0.0
2000-08-08,57.79489135742188,-13.953452676904682,0.0008163196477382062,-1.0,0.0,0.0,0.0
2000-08-09,58.066200256347656,-11.429133409997368,-0.00027185912161087344,-1.0,0.0,0.0,0.0
2000-08-10,58.33755111694336,-6.060914261306192,-0.0002719751072941534,-1.0,0.0,0.0,0.0
2000-08-11,59.15156555175781,-5.263134584496359,-0.0008161090484980482,-1.0,0.0,0.0,0.0
2000-08-14,58.14622497558594,-24.763732919833636,0.0010087507589628952,0.0,0.0,0.0,0.0
2000-08-15,59.77649688720703,-0.0,0.0,-1.0,0.0,0.0,0.0
2000-08-16,60.0482063293457,-4.4892791853299805,-0.0002723563591406908,-1.0,0.0,0.0,0.0
2000-08-17,58.96135330200195,-22.4465225516985,0.0010897375286273991,0.0,0.0,0.0,0.0
2000-08-18,58.96135330200195,-28.931814552455236,0.0,0.0,0.0,0.0,0.0
2000-08-21,59.77649688720703,-11.572689311248288,0.0,-1.0,0.0,0.0,0.0
2000-08-22,61.678466796875,-0.0,-0.0019049418395570283,-1.0,0.0,0.0,0.0
2000-08-23,61.13507843017578,-18.791447219047,0.0005452761595066136,-1.0,0.0,0.0,0.0
2000-08-24,62.49360275268555,-0.0,-0.0013625010507256619,-1.0,0.0,0.0,0.0
2000-08-25,61.40676498413086,-19.715087621134945,0.001091506383321006,-1.0,0.0,0.0,0.0
2000-08-28,58.96135330200195,-64.07420776268336,0.002453238454624751,0.0,0.0,0.0,0.0
2000-08-29,60.0482063293457,-52.941174245914155,0.0,0.0,0.0,0.0,0.0
2000-08-30,60.0482063293457,-52.941174245914155,0.0,0.0,0.0,0.0,0.0
2000-08-31,60.31990051269531,-47.05919777407937,0.0,0.0,0.0,0.0,0.0
2000-09-01,61.40676498413086,-25.0,0.0,0.0,0.0,0.0,0.0
2000-09-04,63.03701400756836,-5.555564900791597,0.0,-1.0,0.0,0.0,0.0
2000-09-05,61.678466796875,-33.333202815913765,0.0013595600451705714,0.0,0.0,0.0,0.0
2000-09-06,62.49360275268555,-16.666464071850278,0.0,-1.0,0.0,0.0,0.0
2000-09-07,62.22188949584961,-23.52925274328522,0.0002715466426097546,0.0,0.0,0.0,0.0
2000-09-08,61.40676498413086,-41.17614201965053,0.0,0.0,0.0,0.0,0.0
2000-09-11,61.678466796875,-35.29398323684859,0.0,0.0,0.0,0.0,0.0
2000-09-12,60.31990051269531,-64.70601593473675,0.0,0.0,0.0,0.0,0.0
2000-09-13,60.31990051269531,-64.70601593473675,0.0,0.0,0.0,0.0,0.0
2000-09-14,60.0482063293457,-70.5880095463549,0.0,0.0,0.0,0.0,0.0
2000-09-15,60.31990051269531,-73.33364213206349,0.0,0.0,0.0,0.0,0.0
2000-09-18,57.33109664916992,-91.66663949579403,0.0,1.0,0.0,0.0,0.0
2000-09-19,57.33109664916992,-84.61533831237041,0.0,1.0,0.0,0.0,0.0
2000-09-20,57.60280990600586,-80.76914601926146,0.00027147292504836606,1.0,0.0,0.0,0.0
2000-09-21,57.33109664916992,-84.61533831237041,-0.0002713992475007476,1.0,0.0,0.0,0.0
2000-09-22,55.700843811035156,-93.10342453689623,-0.0016288108710278415,1.0,0.0,0.0,0.0
2000-09-25,58.68964004516602,-55.17263427182832,0.0029910244414563802,0.0,0.0,0.0,0.0
2000-09-26,59.233070373535156,-46.42872530720456,0.0,0.0,0.0,0.0,0.0
2000-09-27,59.50480270385742,-42.85701297905151,0.0,0.0,0.0,0.0,0.0
2000-09-28,58.96135330200195,-41.66683621645299,0.0,0.0,0.0,0.0,0.0
2000-09-29,59.50480270385742,-30.434374561145347,0.0,0.0,0.0,0.0,0.0
2000-10-02,59.50480270385742,-30.434374561145347,0.0,0.0,0.0,0.0,0.0
2000-10-03,60.86334228515625,-0.0,0.0,-1.0,0.0,0.0,0.0
2000-10-04,60.31990051269531,-17.3914001904862,0.0005422251106046438,-1.0,0.0,0.0,0.0
2000-10-05,60.59162521362305,-13.043335121916835,-0.00027096943502735726,-1.0,0.0,0.0,0.0
2000-10-06,60.59162521362305,-13.043335121916835,0.0,-1.0,0.0,0.0,0.0
2000-10-09,59.77649688720703,-26.08679782659556,0.0008130829765864434,0.0,0.0,0.0,0.0
2000-10-10,59.233070373535156,-34.78256171321961,0.0,0.0,0.0,0.0,0.0
2000-10-11,56.78767013549805,-73.91319399426557,0.0,0.0,0.0,0.0,0.0
2000-10-12,56.78767013549805,-84.9999520960838,0.0,1.0,0.0,0.0,0.0
2000-10-13,55.700843811035156,-91.30429447524654,-0.0010832184735718453,1.0,0.0,0.0,0.0
2000-10-16,57.60280990600586,-60.86954816432951,0.0018977079217070703,0.0,0.0,0.0,0.0
2000-10-17,58.96135330200195,-39.13050469828407,0.0,0.0,0.0,0.0,0.0
2000-10-18,58.14622497558594,-52.1739674029628,0.0,0.0,0.0,0.0,0.0
2000-10-19,56.78767013549805,-73.91319399426557,0.0,0.0,0.0,0.0,0.0
2000-10-20,58.41793441772461,-47.82614650140323,0.0,0.0,0.0,0.0,0.0
2000-10-23,60.0482063293457,-21.738976925035985,0.0,0.0,0.0,0.0,0.0
2000-10-24,60.0482063293457,-18.181822771476302,0.0,-1.0,0.0,0.0,0.0
2000-10-25,60.31990051269531,-13.636638083035987,-0.0002705724395831721,-1.0,0.0,0.0,0.0
2000-10-26,58.41793441772461,-42.85737081659907,0.0018946260812138238,0.0,0.0,0.0,0.0
2000-10-27,58.41793441772461,-42.85735145592768,0.0,0.0,0.0,0.0,0.0
2000-10-30,58.14622497558594,-47.6192385900086,0.0,0.0,0.0,0.0,0.0
2000-10-31,58.96135330200195,-33.333577187765854,0.0,0.0,0.0,0.0,0.0
2000-11-01,61.678466796875,-0.0,0.0,-1.0,0.0,0.0,0.0
2000-11-02,61.13507843017578,-19.230702965194403,0.0005402677323476102,-1.0,0.0,0.0,0.0
2000-11-03,63.30876922607422,-6.451594849056946,-0.0021600404696557884,-1.0,0.0,0.0,0.0
2000-11-06,63.03701400756836,-9.677911829456793,0.0002706332309685422,-1.0,0.0,0.0,0.0
2000-11-07,63.30876922607422,-6.451594849056946,-0.0002705600084392801,-1.0,0.0,0.0,0.0
2000-11-08,63.03701400756836,-13.044119666576595,0.0002706332309685422,-1.0,0.0,0.0,0.0
2000-11-09,62.49360275268555,-22.727702085726687,0.0005410212709637818,0.0,0.0,0.0,0.0
2000-11-10,62.49360275268555,-22.727702085726687,0.0,0.0,0.0,0.0,0.0
2000-11-13,60.31990051269531,-59.09134327985013,0.0,0.0,0.0,0.0,0.0
2000-11-14,61.678466796875,-36.36402764872411,0.0,0.0,0.0,0.0,0.0
2000-11-15,61.13507843017578,-45.4543157443926,0.0,0.0,0.0,0.0,0.0
2000-11-16,61.9501838684082,-31.818510670975634,0.0,0.0,0.0,0.0,0.0
2000-11-17,61.678466796875,-38.09561375942455,0.0,0.0,0.0,0.0,0.0
2000-11-20,62.22188949584961,-42.85766462714708,0.0,0.0,0.0,0.0,0.0
2000-11-21,61.678466796875,-61.53867153858401,0.0,0.0,0.0,0.0,0.0
2000-11-22,60.31990051269531,-92.85722772783775,0.0,1.0,0.0,0.0,0.0
2000-11-23,58.41793441772461,-86.95649446853263,-0.0018925771093388777,1.0,0.0,0.0,0.0
2000-11-24,58.14622497558594,-91.30429955079441,-0.0002708808213187641,1.0,0.0,0.0,0.0
2000-11-27,59.233070373535156,-73.91295713868652,0.0010838244786675055,0.0,0.0,0.0,0.0
2000-11-28,59.77649688720703,-57.89461107231977,0.0,0.0,0.0,0.0,0.0
2000-11-29,58.41793441772461,-84.21052168312207,0.0,1.0,0.0,0.0,0.0
2000-11-30,56.78767013549805,-95.45456632426736,-0.0016239728124203268,1.0,0.0,0.0,0.0
2000-12-01,57.8745231628418,-73.91312349095577,0.0010844197430619484,0.0,0.0,0.0,0.0
2000-12-04,58.41793441772461,-65.21768197128678,0.0,0.0,0.0,0.0,0.0
2000-12-05,59.50480270385742,-47.82577485961511,0.0,0.0,0.0,0.0,0.0
2000-12-06,61.678466796875,-13.0435091927403,0.0,-1.0,0.0,0.0,0.0
2000-12-07,61.9501838684082,-8.695581010712466,-0.00027081506471937633,-1.0,0.0,0.0,0.0
2000-12-08,62.22188949584961,-12.00002505266171,-0.0002708770161946594,-1.0,0.0,0.0,0.0
2000-12-11,62.76530838012695,-4.00006328293625,-0.0005419084290551046,-1.0,0.0,0.0,0.0
2000-12-12,63.03701400756836,-10.714317512580438,-0.0002710973203564615,-1.0,0.0,0.0,0.0
2000-12-13,63.8521957397461,-0.0,-0.0008135772243393902,-1.0,0.0,0.0,0.0
2000-12-14,63.58045196533203,-3.5718439497252232,0.0002714297349819539,-1.0,0.0,0.0,0.0
2000-12-15,60.59162521362305,-42.85746428412761,0.002984562628896681,0.0,0.0,0.0,0.0
2000-12-18,59.77649688720703,-53.57164232642666,0.0,0.0,0.0,0.0,0.0
2000-12-19,61.9501838684082,-25.000350457309594,0.0,0.0,0.0,0.0,0.0
2000-12-20,61.40676498413086,-32.143135818842296,0.0,0.0,0.0,0.0,0.0
2000-12-21,60.31990051269531,-52.00044017269025,0.0,0.0,0.0,0.0,0.0
2000-12-22,60.86334228515625,-55.000407481798554,0.0,0.0,0.0,0.0,0.0
2000-12-25,60.86334228515625,-61.1113386020229,0.0,0.0,0.0,0.0,0.0
2000-12-26,60.86334228515625,-61.1113386020229,0.0,0.0,0.0,0.0,0.0
2000-12-27,60.59162521362305,-66.66697865420281,0.0,0.0,0.0,0.0,0.0
2000-12-28,61.40676498413086,-50.00029248831517,0.0,0.0,0.0,0.0,0.0
2000-12-29,63.03701400756836,-16.667544131612065,0.0,-1.0,0.0,0.0,0.0
2001-01-01,63.03701400756836,-16.667544131612065,0.0,-1.0,0.0,0.0,0.0
2001-01-02,61.678466796875,-44.444595920879166,0.0013525721515976752,0.0,0.0,0.0,0.0
2001-01-03,60.86334228515625,-53.333114939758474,0.0,0.0,0.0,0.0,0.0
2001-01-04,63.30876922607422,-5.8823235329194645,0.0,-1.0,0.0,0.0,0.0
2001-01-05,64.39559936523439,-14.285645114589041,-0.0010805885514566516,-1.0,0.0,0.0,0.0
2001-01-08,63.8521957397461,-23.809072841234755,0.0005408673524280871,0.0,0.0,0.0,0.0
2001-01-09,64.66733551025389,-9.523329560501285,0.0,-1.0,0.0,0.0,0.0
2001-01-10,63.03701400756836,-42.10574092113639,0.0016218349695835688,0.0,0.0,0.0,0.0
2001-01-11,62.49360275268555,-52.631815342946666,0.0,0.0,0.0,0.0,0.0
2001-01-12,62.49360275268555,-52.631815342946666,0.0,0.0,0.0,0.0,0.0
2001-01-15,61.40676498413086,-73.68425975488277,0.0,0.0,0.0,0.0,0.0
2001-01-16,61.9501838684082,-63.15803754891472,0.0,0.0,0.0,0.0,0.0
2001-01-17,61.678466796875,-68.42129643605652,0.0,0.0,0.0,0.0,0.0
2001-01-18,62.76530838012695,-47.36877813204153,0.0,0.0,0.0,0.0,0.0
2001-01-19,63.03701400756836,-42.10574092113639,0.0,0.0,0.0,0.0,0.0
2001-01-22,63.58045196533203,-31.579149254773892,0.0,0.0,0.0,0.0,0.0
2001-01-23,64.66733551025389,-14.284993702127318,0.0,-1.0,0.0,0.0,0.0
2001-01-24,64.66733551025389,-14.284993702127318,0.0,-1.0,0.0,0.0,0.0
2001-01-25,64.66733551025389,-0.0,0.0,-1.0,0.0,0.0,0.0
2001-01-26,64.66733551025389,-0.0,0.0,-1.0,0.0,0.0,0.0
2001-01-29,66.02585601806639,-5.555546785348364,-0.0013492605392784185,-1.0,0.0,0.0,0.0
2001-01-30,65.75415802001953,-11.111065260661148,0.0002702106304839358,-1.0,0.0,0.0,0.0
2001-01-31,66.02585601806639,-5.555806586752804,-0.000270137636422918,-1.0,0.0,0.0,0.0
2001-02-01,65.21070098876953,-22.22283056055612,0.0008106925924808994,0.0,0.0,0.0,0.0
2001-02-02,64.93904113769531,-27.777309264416186,0.0,0.0,0.0,0.0,0.0
2001-02-05,64.66733551025389,-33.33272393233482,0.0,0.0,0.0,0.0,0.0
2001-02-06,65.482421875,-18.750465926710604,0.0,-1.0,0.0,0.0,0.0
2001-02-07,65.482421875,-25.000528652629082,0.0,0.0,0.0,0.0,0.0
2001-02-08,65.482421875,-25.000645900559345,0.0,0.0,0.0,0.0,0.0
2001-02-09,65.21070098876953,-40.001594112480475,0.0,0.0,0.0,0.0,0.0
2001-02-12,64.66733551025389,-59.99965169924127,0.0,0.0,0.0,0.0,0.0
2001-02-13,65.21070098876953,-40.001594112480475,0.0,0.0,0.0,0.0,0.0
2001-02-14,65.482421875,-30.001161355495544,0.0,0.0,0.0,0.0,0.0
2001-02-15,65.482421875,-33.334655979678416,0.0,0.0,0.0,0.0,0.0
2001-02-16,64.93904113769531,-55.55536544737529,0.0,0.0,0.0,0.0,0.0
2001-02-19,64.39559936523439,-77.77844859535764,0.0,0.0,0.0,0.0,0.0
2001-02-20,64.66733551025389,-62.4998971019752,0.0,0.0,0.0,0.0,0.0
2001-02-21,63.8521957397461,-79.99999635544948,0.0,0.0,0.0,0.0,0.0
2001-02-22,62.76530838012695,-84.61557170944047,0.0,1.0,0.0,0.0,0.0
2001-02-23,63.58045196533203,-61.53865437716912,0.0008100245301516651,0.0,0.0,0.0,0.0
2001-02-26,63.30876922607422,-69.23006019603504,0.0,0.0,0.0,0.0,0.0
2001-02-27,58.41793441772461,-96.42858805120702,0.0,1.0,0.0,0.0,0.0
