,region,subregion,district,estate,building,first_op_date,floor_level,bedroom,sitting_room,floor,flat,area,net_area,price,tx_date,last_tx_date,last_price,gain,lat,lon
392,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Horizon Mansion,Horizon Mansion,1958-07-15,H,,,9,,0,1864,42800000,2018-06-11,2011-05-23,32300000.0,32.51,22.2747285,114.161491
393,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Rose Gardens,Rose Gardens,1964-01-17,H,,,11,B,0,2235,86500000,2018-06-07,,0.0,0.0,22.272887,114.159301
394,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,L,,,1,A,568,415,9300000,2018-06-05,2012-08-09,7200000.0,29.17,22.275772,114.16891
395,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 3,1993-08-12,M,2,,12,A,841,657,17480000,2018-06-04,1999-11-24,6900000.0,153.33,22.2755279,114.152324
396,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Ewan Court,Ewan Court,1978-06-22,L,,,2,C,1485,1213,27800000,2018-06-03,2006-11-10,9570000.0,190.49,22.2743797,114.1689464
397,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block C,1969-08-11,L,3,,4,,1293,1090,21000000,2018-06-01,,0.0,0.0,22.274736,114.16832
398,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Fai Mansion,Kam Fai Mansion,1962-07-16,L,,,1,A,0,1254,21830000,2018-05-31,2008-01-22,11100000.0,96.67,22.274714,114.16009
399,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 5,1991-09-25,M,3,,29,A,1962,1513,64000000,2018-05-31,,0.0,0.0,22.275123,114.15284199999999
400,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Century Tower,Block 1,1971-04-16,L,,,1,B,2565,1682,49500000,2018-05-28,2007-03-06,20800000.0,137.98,22.2734239,114.155557
401,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Valverde,Valverde,1998-01-06,H,,,33,A,0,788,31000000,2018-05-27,2009-02-09,13980000.0,121.75,22.273847999999997,114.15279
402,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,H,2,,33,C,1032,823,27500000,2018-05-25,2013-12-24,23000000.0,19.57,22.276526,114.167354
403,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 2,1981-06-10,H,3,,24,B,0,2330,60000000,2018-05-25,2008-01-31,35000000.0,71.43,22.274435999999998,114.152136
404,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Yale Lodge,Yale Lodge,1964-11-23,L,,,2,2,0,2669,72800000,2018-05-24,2012-05-02,56000000.0,30.0,22.276139999999998,114.15933
405,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,M,2,,21,C,976,771,21500000,2018-05-24,2015-04-15,17480000.0,23.0,22.275344,114.152366
406,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 2 ),1983-09-25,L,,,1,A,0,2580,79000000,2018-05-20,,0.0,0.0,22.276024,114.15433
407,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand Bowen,Grand Bowen,1992-10-29,L,,,15,A,0,1089,28800000,2018-05-18,,0.0,0.0,22.2735025,114.1646554
408,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grenville House,Block Gh,1971-03-22,H,,,11,H,0,3349,170000000,2018-05-18,2004-12-06,30000000.0,466.67,22.274372,114.157166
409,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-11,L,,,6,A,2605,1943,56000000,2018-05-16,1999-04-23,13300000.0,321.05,22.2742,114.155754
410,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 1,1993-08-12,M,2,,20,C,938,738,19500000,2018-05-16,2004-04-21,7950000.0,145.28,22.275081,114.152337
411,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,27,6,0,565,10380000,2018-05-15,2014-10-03,9380000.0,10.66,22.280714,114.17205
412,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,1,,11,E,0,452,11500000,2018-05-13,2009-11-11,5750000.0,100.0,22.275555999999998,114.156828
413,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block D,1969-08-11,M,3,,9,,1329,1107,25550000,2018-05-09,,0.0,0.0,22.274573999999998,114.168251
414,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,L,,,25,B,0,1265,49000000,2018-05-09,,0.0,0.0,22.273272,114.15288
415,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Seaview Mansion,Seaview Mansion,1961-07-18,H,,,11,C,0,1459,33800000,2018-05-08,2004-11-19,9688888.0,248.85,22.275828999999998,114.15988899999999
416,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fairlane Tower,Fairlane Tower,1998-10-15,L,2,,15,C,0,879,26500000,2018-04-25,2007-10-01,12700000.0,108.66,22.274200999999998,114.1605
417,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-16,H,,,18,A,1945,1445,50750000,2018-04-25,2002-12-28,13000000.0,290.38,22.273822,114.164488
418,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,H,4,,19,A,0,1723,46600000,2018-04-24,,0.0,0.0,22.275854,114.15729
419,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,M,,,22,A,2018,1596,48000000,2018-04-24,1998-12-11,11600000.0,313.79,22.27514,114.160966
420,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,M,,,17,C,2018,1539,43999000,2018-04-23,,0.0,0.0,22.27514,114.160966
421,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kenville Building,Kenville Building,1973-02-23,H,,,12,A,0,1700,63000000,2018-04-22,2010-10-20,32020000.0,96.75,22.276107,114.15951
422,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,6,C,840,636,12200000,2018-04-20,1996-07-03,5710000.0,113.66,22.275067999999997,114.16818
423,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Visalia Garden,Visalia Garden,1986-01-28,L,,,10,A,2195,1848,47000000,2018-04-16,,0.0,0.0,22.275358,114.15833
424,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,L,2,,16,A,665,495,10000000,2018-04-16,1999-04-10,3580000.0,179.33,22.275868,114.168523
425,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Amber Garden,Amber Garden ( Block C ),1981-07-27,L,,,14,C,0,1404,39980000,2018-04-13,,0.0,0.0,22.273294,114.172386
426,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand Bowen,Grand Bowen,1992-10-29,L,,,12,B,0,1089,30000000,2018-04-12,,0.0,0.0,22.2735025,114.1646554
427,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand Bowen,Grand Bowen,1992-10-29,M,,,20,,0,2182,57600000,2018-04-12,,0.0,0.0,22.2735025,114.1646554
428,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,15,E,0,702,16618000,2018-04-09,2009-09-17,8500000.0,95.51,22.275067999999997,114.16818
429,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,26,14,0,984,24500000,2018-04-09,2002-03-26,9280000.0,164.01,22.280714,114.17205
430,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Hong Mansion,Wing Hong Mansion,1974-05-16,L,,,4,B,0,1353,31300000,2018-04-06,,0.0,0.0,22.2750854,114.1593765
431,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,13,A,651,493,11980000,2018-04-04,2007-11-12,4728000.0,153.38,22.275067999999997,114.16818
432,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 3,1983-08-26,L,3,,10,F,3347,2888,71500000,2018-03-29,1999-06-28,19450000.0,267.61,22.275212999999997,114.156553
433,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,M,2,,23,B,951,749,22600000,2018-03-28,2007-02-01,9880000.0,128.74,22.276526,114.167354
434,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-10,M,,,17,B,2567,1940,59800000,2018-03-26,1999-04-07,18000000.0,232.22,22.2742,114.155754
435,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,,2,,18,D,0,353,6765000,2018-03-25,2011-03-29,4830000.0,40.06,22.276076999999997,114.16787
436,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,1 Robinson Road,1 Robinson Road,1979-09-19,M,,,24,U,0,1798,49000000,2018-03-25,2006-10-30,24800000.0,97.58,22.276598,114.154824
437,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estella Court,70A Macdonnell Road,1956-08-03,L,,,1,,0,1428,27800000,2018-03-22,,0.0,0.0,22.278793,114.172902
438,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 2 ),1983-09-25,L,,,7,B,0,2580,85000000,2018-03-19,2004-06-28,19200000.0,342.71,22.276024,114.15433
439,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block C,1969-08-11,M,3,,8,,1293,1090,21500000,2018-03-16,,0.0,0.0,22.274736,114.16832
440,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monmouth Place,Monmouth Place,1994-11-21,L,,,6,A,1483,962,19000000,2018-03-15,2010-05-26,12000000.0,58.33,22.275344999999998,114.16769
441,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,L,2,,10,A,665,495,11480000,2018-03-15,2008-02-20,6500000.0,76.62,22.275868,114.168523
442,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,H,,,34,C,0,636,14550000,2018-03-09,2010-11-01,9980000.0,45.79,22.275067999999997,114.16818
443,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,42,7,0,574,12200000,2018-03-08,,0.0,0.0,22.280714,114.17205
444,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1989-09-12,M,2,,21,C,0,856,25800000,2018-03-07,2009-06-16,13900000.0,85.61,22.276619999999998,114.158394
445,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,38,6,0,715,13180000,2018-03-07,,0.0,0.0,22.280714,114.17205
446,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,9,F,0,482,11450000,2018-03-06,2010-11-22,7700000.0,48.7,22.275067999999997,114.16818
447,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Yuen Mansion,Kam Yuen Mansion,1963-08-09,M,,,5,D,0,2400,46500000,2018-03-06,,0.0,0.0,22.275886,114.15379899999999
448,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-15,H,,,16,A,1945,1445,48200000,2018-03-05,2005-09-26,20000000.0,141.0,22.273822,114.164488
449,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Brewin Court,Brewin Court,1965-05-17,L,,,2,B,0,2145,50000000,2018-03-05,1996-08-17,14500000.0,244.83,22.2743065,114.1561154
450,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Man Tung Building,Man Tung Building,1979-06-05,M,,,3,D,0,412,6980000,2018-03-05,2013-07-26,5200000.0,34.230000000000004,22.2737829,114.1732816
451,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wealthy Heights,Wealthy Heights,1987-06-27,H,,,26,A,1987,1695,43000000,2018-03-02,1999-01-06,10800000.0,298.15000000000003,22.275665999999998,114.158758
452,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Pak Fai Mansion,Pak Fai Mansion,1960-05-11,M,,,3,,0,1364,24380000,2018-03-01,,0.0,0.0,22.2746875,114.1606165
453,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,30,9,0,618,13000000,2018-03-01,2001-12-21,4065000.0,219.8,22.280714,114.17205
454,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grenville House,Block Ef,1971-03-22,H,,,12,E,0,3349,160000000,2018-03-01,,0.0,0.0,22.274345,114.15751
455,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,L,2,,12,D,1016,801,25000000,2018-02-28,2007-03-06,10300000.0,142.72,22.276526,114.167354
456,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,18,C,0,636,13200000,2018-02-28,,0.0,0.0,22.275067999999997,114.16818
457,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Century Tower,Block 2,1992-04-24,L,,,3,,0,2792,105000000,2018-02-27,2013-03-15,27053524.0,288.12,22.273218,114.15545
458,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 2 ),1983-09-25,L,,,2,A,0,2580,82800000,2018-02-25,2013-12-23,62800000.0,31.85,22.276024,114.15433
459,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,10,F,0,318,7000000,2018-02-25,1997-07-09,4500000.0,55.56,22.275555999999998,114.156828
460,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 1,1993-08-12,M,2,,14,C,938,738,18000000,2018-02-23,1997-08-13,13000000.0,38.46,22.275081,114.152337
461,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,,2,,19,A,0,357,6630000,2018-02-21,2009-12-07,3050000.0,117.38,22.276076999999997,114.16787
462,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,M,2,,17,D,1015,807,24500000,2018-02-21,2008-05-08,15850000.0,54.57,22.276526,114.167354
463,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block D,1969-08-11,L,3,,1,,1329,1107,20500000,2018-02-15,2010-08-26,13600000.0,50.74,22.274573999999998,114.168251
464,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block B,1969-08-11,L,3,,5,,1453,1232,24300000,2018-02-13,2005-02-07,7500000.0,224.0,22.274762,114.16841
465,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Hong Mansion,Wing Hong Mansion,1974-05-16,L,,,4,A,0,1353,29000000,2018-02-13,,0.0,0.0,22.2750854,114.1593765
466,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Clovelly Court,Block 1,1994-03-10,L,3,,11,C,2276,1916,56000000,2018-02-13,2005-08-17,20780000.0,169.49,22.2744,114.15331
467,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 4,1993-08-12,M,3,,17,A,1369,1083,33800000,2018-02-12,,0.0,0.0,22.2757685,114.1522065
468,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,L,3,,11,C,1090,859,27930000,2018-02-12,2000-03-11,6310000.0,342.63,22.2763169,114.167744
469,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 3,1993-11-11,L,3,,23,C,0,2361,69200000,2018-02-08,1997-08-15,39600000.0,74.75,22.274673,114.152627
470,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,11 Macdonnell Road,11 Macdonnell Road,2002-06-06,M,,,20,,2313,1552,37800000,2018-02-07,2007-10-29,23130000.0,63.42,22.276052,114.15669
471,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 5,1991-09-25,M,3,,16,A,1970,1522,55000000,2018-02-05,1998-03-25,20000000.0,175.0,22.275123,114.15284199999999
472,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,H,1,,30,E,730,578,19800000,2018-02-05,2000-10-18,5540000.0,257.4,22.2763169,114.167744
473,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-21,H,0,,19,C,0,306,7290000,2018-01-25,2014-09-30,7050000.0,3.4,22.275555999999998,114.156828
474,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Regent On The Park,Block 1,1985-08-22,L,,,9,B,1350,1094,32000000,2018-01-18,2000-02-18,10128000.0,215.96,22.275873,114.16425
475,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,M,,,28,C,0,1282,42800000,2018-01-18,2009-09-16,26000000.0,64.62,22.273272,114.15288
476,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hollywood Heights,Hollywood Heights,1977-11-18,H,,,20,A,2466,2272,76000000,2018-01-17,2004-02-27,11000000.0,590.91,22.276545,114.15446299999999
477,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grenville House,Block CD,1971-07-26,H,,,9,D,0,3349,149000000,2018-01-15,2004-04-22,27800000.0,435.97,22.274145,114.15777
478,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,Lower Block,1989-01-30,M,1,,4,E,398,321,5380000,2018-01-14,,0.0,0.0,22.276237,114.167984
479,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,M,3,,16,A,1158,912,30000000,2018-01-11,2006-06-01,12000000.0,150.0,22.276526,114.167354
